"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"DNAJB11",588,123,399,0,827,201,141,889,797,1,7,1,730,501,55,0,97,4,74,0,0,763,850,1,5,364,7,151,131,29,69,149,3,380,42,534,530,848,98,1,762,297,496,682,136,867,2,118,0,663,134,63,0,114,61,788,146,823
"EXTL1",88,172,107,343,290,856,261,262,124,966,90,214,431,263,959,748,304,248,433,308,763,0,538,668,114,437,889,834,655,109,510,374,388,26,820,164,626,998,608,983,81,64,15,734,506,490,286,789,328,480,0,780,394,66,359,684,171,322
"ATP6V0D1",549,728,878,460,937,745,320,1,149,442,379,542,158,30,892,762,956,175,890,33,850,538,0,885,813,333,168,428,742,507,379,474,22,494,774,834,118,900,24,58,969,507,597,476,216,985,57,282,852,896,417,875,923,454,40,41,63,288
"HDGF",774,894,3,17,693,68,846,89,286,834,3,62,297,49,150,13,84,15,108,216,1,668,885,0,438,681,85,72,63,686,109,415,87,341,17,406,92,170,320,9,407,818,465,869,32,332,0,303,29,928,43,252,25,139,18,275,177,275
"EXTL2",174,640,16,8,456,23,341,926,201,549,1,17,406,733,855,59,331,159,537,195,5,114,813,438,0,109,7,59,23,954,10,624,76,287,66,548,346,206,465,429,166,25,692,855,193,329,38,81,171,548,93,371,672,79,36,758,171,465
"CTDSP2",19,67,631,108,856,554,431,264,43,624,0,182,189,783,298,300,126,441,836,29,364,437,333,681,109,0,395,245,262,104,310,908,458,319,211,24,898,102,169,470,659,51,617,374,25,55,386,673,174,162,69,160,465,790,559,370,106,156
"DDIT3",439,128,33,0,226,13,327,276,736,112,0,179,144,74,7,599,402,16,272,43,7,889,168,85,7,395,0,904,826,408,35,129,0,471,46,135,826,904,39,0,576,800,678,813,40,790,0,628,0,628,16,33,11,502,5,59,207,253
"SHC1",19,505,693,120,963,163,93,326,229,737,682,913,270,53,289,566,12,510,356,5,151,834,428,72,59,245,904,0,352,694,279,929,716,114,812,634,536,218,583,809,772,669,607,75,3,85,456,112,907,648,733,40,726,81,812,428,51,584
"TSPYL2",67,140,723,1,442,489,104,93,392,243,0,84,14,95,578,47,835,307,113,0,131,655,742,63,23,262,826,352,0,604,285,905,32,91,35,836,848,211,51,12,198,92,975,930,433,856,26,806,0,224,866,504,39,861,846,398,379,779
"TPP1",3,882,462,143,179,54,684,962,297,35,32,423,54,873,134,726,4,827,735,662,29,109,507,686,954,104,408,694,604,0,54,668,611,308,179,24,802,33,677,367,680,257,95,172,31,3,809,837,327,808,182,12,743,574,332,434,80,59
"PDIA5",11,193,168,0,667,49,932,592,636,0,153,6,199,202,72,83,15,351,985,89,69,510,379,109,10,310,35,279,285,54,0,119,1,683,22,192,601,790,34,24,85,185,931,689,9,87,69,603,22,766,619,6,7,142,700,612,66,354
"EXTL3",251,609,211,113,565,388,525,1000,684,900,506,171,490,507,383,291,33,415,479,588,149,374,474,415,624,908,129,929,905,668,119,0,851,948,842,27,469,164,554,746,639,129,792,734,388,10,771,415,704,326,808,751,693,996,286,134,194,229
"ARFGAP1",94,494,3,447,678,25,116,210,478,21,60,105,842,531,724,444,228,0,114,817,3,388,22,87,76,458,0,716,32,611,1,851,0,55,5,448,827,655,442,180,793,580,332,440,396,227,0,2,35,582,312,14,395,618,0,907,62,12
"DNAJB9",275,55,424,263,698,335,399,805,181,446,0,759,204,190,216,695,641,988,139,207,380,26,494,341,287,319,471,114,91,308,683,948,55,0,142,956,990,197,569,913,2,87,139,945,194,914,959,201,674,619,187,911,630,620,242,389,495,13
"SULT1A3",919,158,360,2,971,72,11,646,149,8,67,22,333,189,514,0,19,1,41,0,42,820,774,17,66,211,46,812,35,179,22,842,5,142,0,234,926,838,15,0,688,623,494,974,799,250,0,102,0,643,417,239,3,58,0,488,395,695
"DNAJC3",0,8,965,172,55,457,719,516,118,439,37,143,532,291,730,312,710,815,530,841,534,164,834,406,548,24,135,634,836,24,192,27,448,956,234,0,340,133,843,283,332,723,548,59,232,66,612,312,715,274,353,601,961,204,242,478,640,683
